host,port,server_name,http_method,http_path,http_code,http_headers,error_data
14.169.240.161,443,dns64.dns.google,HEAD,/,302,,
141.164.63.208,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
104.225.12.198,443,doh-securityedge.comcast.com,HEAD,/,501,,
140.238.3.36,443,pitnetdns.ga,HEAD,/,302,,
104.225.11.75,443,doh-securityedge.comcast.com,HEAD,/,501,,
116.203.147.209,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
104.225.12.208,443,doh-securityedge.comcast.com,HEAD,/,501,,
116.203.5.171,443,doh.6level.net,HEAD,/,404,,
139.99.222.72,443,doh-2.seby.io,HEAD,/,400,,
104.225.11.114,443,doh.prd.live.cd3ncy.spscld.net,HEAD,/,501,,
104.225.11.154,443,doh.prd.live.cd3ncy.spscld.net,HEAD,/,501,,
133.18.198.219,443,ordns.2wi.nl,HEAD,/,401,,
116.202.176.26,443,doh.libredns.gr,HEAD,/,301,Strict-Transport-Security: max-age=31536000,
146.112.41.4,443,dns.umbrella.com,HEAD,/,501,,
108.40.78.219,443,dns.clarityinnovations.biz,HEAD,/,200,Strict-Transport-Security: max-age=31536000,
116.203.5.171,443,dns.6level.net,HEAD,/,404,,
146.112.41.4,443,doh.opendns.com,HEAD,/,501,,
133.18.198.219,443,ordns-rr.2wi.nl,HEAD,/,401,,
146.112.41.4,443,dns.opendns.com,HEAD,/,501,,
104.225.11.219,443,dns02-niad3-c2szps.001.prd.c2szps.spscld.net,HEAD,/,501,,
146.112.41.3,443,sandbox.opendns.com,HEAD,/,501,,
146.112.41.4,443,doh.familyshield.opendns.com,HEAD,/,501,,
146.112.41.5,443,dns.umbrella.com,HEAD,/,501,,
129.153.210.48,443,doh.shield-service.net,HEAD,/,404,"Strict-Transport-Security: max-age=15552000; includeSubDomains
Expect-CT: max-age=0",
146.112.41.4,443,familyshield.opendns.com,HEAD,/,501,,
146.112.41.5,443,sandbox.opendns.com,HEAD,/,501,,
146.112.41.5,443,familyshield.opendns.com,HEAD,/,501,,
146.112.41.5,443,dns.opendns.com,HEAD,/,501,,
146.112.41.5,443,doh.opendns.com,HEAD,/,501,,
146.112.41.5,443,doh.sandbox.opendns.com,HEAD,/,501,,
146.112.41.4,443,sandbox.opendns.com,HEAD,/,501,,
104.225.11.114,443,dns01-niad3-cd3ncy.001.prd.cd3ncy.spscld.net,HEAD,/,501,,
129.146.8.56,443,raywood.duckdns.org,HEAD,/,302,,
104.225.8.176,443,doh.prd.live.cd3ncy.spscld.net,HEAD,/,501,,
104.225.11.64,443,dns02-niad3-cd3ncy.001.prd.cd3ncy.spscld.net,HEAD,/,501,,
146.112.41.4,443,doh.umbrella.com,HEAD,/,501,,
146.112.41.5,443,doh.familyshield.opendns.com,HEAD,/,501,,
146.112.41.4,443,doh.sandbox.opendns.com,HEAD,/,501,,
104.244.72.39,443,dns.bofh.in,HEAD,/,302,,
104.225.8.85,443,doh-securityedge.comcast.com,HEAD,/,501,,
129.153.84.223,443,dns1.hidenseek.me,HEAD,/,404,,
133.18.198.219,443,ordns-west.2wi.nl,HEAD,/,401,,
14.169.240.161,443,dns.google.com,HEAD,/,302,Strict-Transport-Security: max-age=31536000; includeSubDomains; preload,
129.153.210.48,443,qa-doh.shield-service.net,HEAD,/,404,"Strict-Transport-Security: max-age=15552000; includeSubDomains
Expect-CT: max-age=0",
146.112.41.5,443,doh.umbrella.com,HEAD,/,501,,
130.182.1.7,443,doh.calstatela.edu,HEAD,/,400,,
14.169.240.161,443,dns.google,HEAD,/,200,Strict-Transport-Security: max-age=31536000; includeSubDomains; preload,
146.112.41.6,443,resolvertest.doh.opendns.com,HEAD,/,501,,
134.122.25.54,443,resdnstest.apelainc.com,HEAD,/,200,,
13.89.121.95,443,dohtrial.att.net,HEAD,/,400,,
130.185.255.146,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
104.225.11.154,443,dns01-niad3-cd3ncy.001.prd.cd3ncy.spscld.net,HEAD,/,501,,
129.153.210.48,443,dev-doh.shield-service.net,HEAD,/,404,"Strict-Transport-Security: max-age=15552000; includeSubDomains
Expect-CT: max-age=0",
109.168.109.18,443,doh1.rbrverona.it,HEAD,/,301,,
104.225.11.64,443,doh.prd.live.cd3ncy.spscld.net,HEAD,/,501,,
129.153.84.223,443,dns.hidenseek.me,HEAD,/,404,,
146.19.14.20,443,hkg-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
129.151.64.148,443,zblock.duckdns.org,HEAD,/,405,,
130.59.31.251,443,dns-cache.switch.ch,HEAD,/,302,,
130.59.31.248,443,dns-cache2.switch.ch,HEAD,/,302,,
130.59.31.248,443,dns-cache.switch.ch,HEAD,/,302,,
143.244.128.32,443,doh.sb,HEAD,/,301,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
143.244.128.32,443,doh-in.dns.sb,HEAD,/,301,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
104.225.8.176,443,dns02-niad3-cd3ncy.001.prd.cd3ncy.spscld.net,HEAD,/,501,,
146.19.14.0,443,sin-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
130.225.244.166,443,anycast.uncensoreddns.org,HEAD,/,400,,
139.99.134.6,443,camilasyd1.zdns.pw,HEAD,/,404,,
139.99.134.6,443,doh.zdns.pw,HEAD,/,404,,
139.59.78.204,443,in-dns.fakedomain.tech,HEAD,/,200,,
130.225.244.166,443,anycast.uncensoreddns.dk,HEAD,/,400,,
132.226.216.197,443,dns.grn-forest.ru,HEAD,/,302,,
130.225.244.166,443,anycast.censurfridns.dk,HEAD,/,400,,
139.59.178.96,443,www.dns.gamban.com,HEAD,/,404,,
149.112.112.11,443,dns11.quad9.net,HEAD,/,404,,
134.122.25.54,443,test.dns.stencora,HEAD,/,200,,
146.56.137.68,443,lion.dns.qwer.pw,HEAD,/,302,,
144.24.104.0,443,dns.prazin.com.np,HEAD,/,302,,
152.67.2.173,443,odns.shimul.me,HEAD,/,302,,
146.56.118.112,443,dns.applewebkit.dev,HEAD,/,302,,
130.226.161.34,443,anycast.censurfridns.nu,HEAD,/,400,,
149.112.112.13,443,dns13.quad9.net,HEAD,/,404,,
149.112.112.10,443,dns10.quad9.net,HEAD,/,404,,
146.56.184.134,443,cat.dns.qwer.pw,HEAD,/,302,,
149.112.112.112,443,dns.quad9.net,HEAD,/,404,,
149.112.112.112,443,rpz-public-resolver1.rrdns.pch.net,HEAD,/,404,,
149.112.149.112,443,rpz-public-resolver2.rrdns.pch.net,HEAD,/,404,,
137.220.51.178,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
131.100.2.149,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
130.59.31.251,443,dns-cache2.switch.ch,HEAD,/,302,,
130.225.244.166,443,deic-lgb.anycast.uncensoreddns.dk,HEAD,/,400,,
142.93.12.199,443,dns.privacypi.net,HEAD,/,200,,
138.197.159.48,443,doh.cloudveil.org,HEAD,/,404,,
13.89.120.251,443,dohtrial.att.net,HEAD,/,400,,
146.19.14.10,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
129.159.204.91,443,adguardhom.ddns.net,HEAD,/,302,,
129.159.255.99,443,dns2-over-https.rasquin.co.uk,HEAD,/,404,Strict-Transport-Security: max-age=31536000; includeSubDomains,
130.225.244.166,443,deic-lgb.anycast.censurfridns.nu,HEAD,/,400,,
149.112.112.12,443,dns12.quad9.net,HEAD,/,404,,
138.197.159.48,443,cv-dns-on-ca-2.cloudveil.org,HEAD,/,404,,
146.56.176.39,443,dog.dns.qwer.pw,HEAD,/,302,,
13.89.121.94,443,dohtrial.att.net,HEAD,/,400,,
146.56.160.153,443,ant.dns.qwer.pw,HEAD,/,302,,
130.225.244.166,443,anycast.censurfridns.nu,HEAD,/,400,,
149.129.230.3,443,dns.alidns.com,HEAD,/,404,,
149.112.112.9,443,dns9.quad9.net,HEAD,/,404,,
132.145.188.130,443,dnsc9.dynv6.net,HEAD,/,302,,
149.129.230.4,443,dns.alidns.com,HEAD,/,404,,
146.19.14.10,443,tyo-3.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
130.226.161.34,443,anycast.censurfridns.dk,HEAD,/,400,,
116.203.150.32,443,doh.myocastor.de,HEAD,/,200,Strict-Transport-Security: max-age=63072000,
130.226.161.34,443,anycast.uncensoreddns.org,HEAD,/,400,,
138.3.240.202,443,dns.nullqua.xyz,HEAD,/,302,,
134.255.247.23,443,dns-lb.lars-lehmann.net,HEAD,/,302,,
132.226.155.86,443,qa-doh.shield-service.net,HEAD,/,404,"Strict-Transport-Security: max-age=15552000; includeSubDomains
Expect-CT: max-age=0",
130.61.185.42,443,eu2.dns.lavate.ch,HEAD,/,200,,
130.226.161.34,443,deic-ore.anycast.uncensoreddns.org,HEAD,/,400,,
130.162.35.166,443,dns.hq.vie.ignorelist.com,HEAD,/,302,,
130.59.31.251,443,dns.switch.ch,HEAD,/,302,,
130.226.161.34,443,deic-ore.anycast.uncensoreddns.dk,HEAD,/,400,,
150.230.103.62,443,dns.azcom.dev,HEAD,/,302,,
138.68.80.228,443,dns01.almir1904.eu,HEAD,/,302,Strict-Transport-Security: max-age=31536000; includeSubDomains,
130.61.92.104,443,dns-over-https.rasquin.co.uk,HEAD,/,404,Strict-Transport-Security: max-age=31536000; includeSubDomains,
13.95.116.101,443,clouddoh.keroo.dev,HEAD,/,302,,
146.56.107.73,443,dhlifeus-micro1.dns.3456.kr,HEAD,/,302,,
142.147.91.99,443,dns.sb,HEAD,/,200,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
139.59.178.96,443,dns.gamban.com,HEAD,/,404,,
139.59.163.174,443,dns.gamban.com,HEAD,/,404,,
139.59.163.174,443,www.dns.gamban.com,HEAD,/,404,,
139.59.163.174,443,2.lon1.dns.gamban.com,HEAD,/,404,,
131.100.0.5,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
139.59.178.96,443,1.lon1.dns.gamban.com,HEAD,/,404,,
130.226.161.34,443,deic-ore.anycast.censurfridns.nu,HEAD,/,400,,
108.61.189.69,443,cubedns.com,HEAD,/,200,,
129.159.249.152,443,dns2.guidocioni.it,HEAD,/,302,,
130.61.61.255,443,dns.hen.ee,HEAD,/,200,Strict-Transport-Security: max-age=31536000; includeSubDomains,
15.165.113.96,443,www.secure.onedns.cc,HEAD,/,302,,
130.61.254.122,443,dns.grave35.com,HEAD,/,302,,
136.243.69.38,443,www.dns.keweon.center,HEAD,/,404,,
134.255.247.23,443,dns.lars-lehmann.net,HEAD,/,302,,
15.165.113.96,443,secure.onedns.cc,HEAD,/,302,,
131.100.1.155,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
143.198.225.153,443,0.sfo3.dns.gamban.com,HEAD,/,404,,
143.198.140.102,443,dns.bakerjones.net,HEAD,/,302,,
143.198.225.153,443,dns.gamban.com,HEAD,/,404,,
143.198.225.153,443,www.dns.gamban.com,HEAD,/,404,,
134.102.20.19,443,dns-2.zfn.uni-bremen.de,HEAD,/,404,,
12.159.2.159,443,doh.qis.io,HEAD,/,200,Strict-Transport-Security: max-age=31536000; includeSubDomains,
143.110.229.87,443,do-sfo-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
142.147.91.99,443,doh.sb,HEAD,/,301,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
146.56.50.56,443,dns2.hakim.one,HEAD,/,302,Strict-Transport-Security: max-age=63072000,
130.61.61.74,443,dns.dzgl.top,HEAD,/,302,,
143.110.229.87,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
162.14.21.178,443,dot.pub,HEAD,/,301,Strict-Transport-Security: max-age=31536000; includeSubDomains; preload,
146.56.50.56,443,dns.hakim.one,HEAD,/,302,Strict-Transport-Security: max-age=63072000,
168.63.152.189,443,dns.ttmy5.com,HEAD,/,302,,
13.49.31.101,443,dns.liepajnieks.lv,HEAD,/,404,,
140.238.159.230,443,dns.potech.ca,HEAD,/,404,Strict-Transport-Security: max-age=31536000; includeSubDomains,
152.69.201.38,443,adguardjp.duckdns.org,HEAD,/,302,,
132.226.223.8,443,vaflagrad.dyndns.org,HEAD,/,302,,
130.61.29.106,443,dns.rassadnikov.ru,HEAD,/,302,,
138.68.80.228,443,doh.almir1904.eu,HEAD,/,302,Strict-Transport-Security: max-age=31536000; includeSubDomains,
129.151.102.19,443,doh.texto-plano.xyz,HEAD,/,400,,
140.238.89.235,443,dns1.stevemiles.me.uk,HEAD,/,302,,
130.61.75.201,443,vpn-dns-adsblocker.duckdns.org,HEAD,/,302,,
138.68.80.228,443,dns.almir1904.eu,HEAD,/,302,Strict-Transport-Security: max-age=31536000; includeSubDomains,
152.70.111.78,443,jpgate.duckdns.org,HEAD,/,302,,
138.197.166.255,443,lb-ca-tor.dnsflex.com,HEAD,/,404,,
138.197.166.255,443,doh.dnsflex.com,HEAD,/,404,,
142.93.146.238,443,doh.cloudveil.org,HEAD,/,404,,
152.70.97.17,443,home27.duckdns.org,HEAD,/,302,,
142.93.146.238,443,cv-dns-on-ca-3.cloudveil.org,HEAD,/,404,,
152.67.223.4,443,dns.jinwoo.dev,HEAD,/,302,,
134.102.20.26,443,dns-2.zfn.uni-bremen.de,HEAD,/,404,,
139.177.180.236,443,dns.bryansksport.ru,HEAD,/,302,,
142.93.33.36,443,doh.li,HEAD,/,200,Strict-Transport-Security: max-age=31536000;,
132.145.188.130,443,dot.dnsc9.dynv6.net,HEAD,/,302,,
152.70.92.247,443,ad1guard.duckdns.org,HEAD,/,302,,
152.67.223.117,443,dns.doda.dev,HEAD,/,302,,
138.68.104.146,443,doh2.almir1904.eu,HEAD,/,302,Strict-Transport-Security: max-age=31536000; includeSubDomains; preload,
128.139.197.53,443,doh.iucc.ac.il,HEAD,/,302,,
134.102.20.20,443,dns-2.zfn.uni-bremen.de,HEAD,/,404,,
138.68.104.146,443,dns02.almir1904.eu,HEAD,/,302,Strict-Transport-Security: max-age=31536000; includeSubDomains; preload,
158.101.139.156,443,chiangadguard.freeddns.org,HEAD,/,302,,
150.230.238.209,443,doh.londhe.co.in,HEAD,/,404,,
150.230.232.136,443,dns.shimul.me,HEAD,/,302,,
12.159.2.159,443,dns-tls.qis.io,HEAD,/,200,Strict-Transport-Security: max-age=31536000; includeSubDomains,
152.67.204.139,443,himedns.com,HEAD,/,302,,
159.223.68.242,443,dns.sg.intl.5i03.sbs,HEAD,/,200,,
129.159.140.225,443,dev-doh.shield-service.net,HEAD,/,404,"Strict-Transport-Security: max-age=15552000; includeSubDomains
Expect-CT: max-age=0",
134.102.20.20,443,dns-1.zfn.uni-bremen.de,HEAD,/,404,,
142.47.92.115,443,dns1.nhgnet.de,HEAD,/,302,,
152.67.182.131,443,dns.d94.xyz,HEAD,/,302,,
142.176.186.74,443,dns.ioresearch.io,HEAD,/,302,,
172.104.59.35,443,dns.vaguthu.mv,HEAD,/,302,,
128.139.197.53,443,spdns.iucc.ac.il,HEAD,/,302,,
136.244.65.20,443,v.dnscrypt.uk,HEAD,/,404,,
132.226.155.86,443,doh.shield-service.net,HEAD,/,404,"Strict-Transport-Security: max-age=15552000; includeSubDomains
Expect-CT: max-age=0",
116.203.131.110,443,dohc.guxx.net,HEAD,/,501,,
168.138.208.40,443,dnsblockads.ml,HEAD,/,302,,
134.102.20.26,443,dns-1.zfn.uni-bremen.de,HEAD,/,404,,
128.139.197.53,443,www.doh.iucc.ac.il,HEAD,/,302,,
134.102.20.25,443,dns-1.zfn.uni-bremen.de,HEAD,/,404,,
129.159.140.225,443,doh.shield-service.net,HEAD,/,404,"Strict-Transport-Security: max-age=15552000; includeSubDomains
Expect-CT: max-age=0",
144.202.69.149,443,doh.us.dnswarden.com,HEAD,/,404,,
130.89.162.82,443,doh.jeroenhd.nl,HEAD,/,200,,
135.181.144.157,443,dns.vaioswolke.xyz,HEAD,/,200,Strict-Transport-Security: max-age=30758400,
134.102.20.25,443,dns-2.zfn.uni-bremen.de,HEAD,/,404,,
135.125.158.158,443,internal.dns.root.me,HEAD,/,302,Strict-Transport-Security: max-age=31536000; includeSubDomains,
152.70.119.182,443,dns.janl.eu,HEAD,/,302,,
129.159.140.225,443,qa-doh.shield-service.net,HEAD,/,404,"Strict-Transport-Security: max-age=15552000; includeSubDomains
Expect-CT: max-age=0",
162.14.21.178,443,dns.pub,HEAD,/,200,Strict-Transport-Security: max-age=31536000; includeSubDomains; preload,
132.226.155.86,443,dev-doh.shield-service.net,HEAD,/,404,"Strict-Transport-Security: max-age=15552000; includeSubDomains
Expect-CT: max-age=0",
152.67.10.1,443,dns.londhe.co.in,HEAD,/,302,,
152.67.206.10,443,dns2.uf.cm,HEAD,/,302,,
152.70.70.91,443,dns2.hakim.one,HEAD,/,302,Strict-Transport-Security: max-age=63072000,
149.28.173.182,443,dns.dnsadblock.com,HEAD,/,405,,
165.22.61.129,443,dns.sb,HEAD,/,404,,
135.125.181.234,443,dns.simplylinux.ch,HEAD,/,302,,
168.138.208.40,443,www.dnsblockads.ml,HEAD,/,302,,
165.22.253.142,443,dns1.ikoniaga.net,HEAD,/,302,,
152.67.9.211,443,dns.palash.dev,HEAD,/,302,,
135.181.102.167,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
132.226.198.245,443,dns.knytl.eu,HEAD,/,302,,
152.67.173.177,443,dns.naveenk.net,HEAD,/,200,,
137.74.29.10,443,cloudns.bosco.ovh,HEAD,/,302,,
134.102.20.27,443,dns-1.zfn.uni-bremen.de,HEAD,/,404,,
134.102.20.27,443,ersatzdns.zfn.uni-bremen.de,HEAD,/,404,,
149.248.36.234,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
167.172.6.43,443,dns.sg.intl.5i03.sbs,HEAD,/,200,,
134.102.20.27,443,dns-2.zfn.uni-bremen.de,HEAD,/,404,,
168.138.209.219,443,itdog.duckdns.org,HEAD,/,404,,
150.230.12.179,443,dns.chuppa.com.au,HEAD,/,302,,
130.225.244.166,443,deic-lgb.anycast.censurfridns.dk,HEAD,/,400,,
150.230.14.53,443,dns.nzcow.com,HEAD,/,302,,
150.230.12.233,443,dns.chuppa.com.au,HEAD,/,302,,
141.44.25.156,443,ovgu-doh.jonaspietsch.de,HEAD,/,400,,
157.119.101.188,443,dns.sb,HEAD,/,404,,
144.202.45.163,443,dns.liberador.net,HEAD,/,400,,
157.119.101.122,443,dns.lamclam.site,HEAD,/,200,,
146.255.56.98,443,doh.applied-privacy.net,HEAD,/,404,,
146.255.56.98,443,doh.appliedprivacy.net,HEAD,/,404,,
144.22.153.235,443,dns.enzo.link,HEAD,/,302,,
15.197.129.40,443,www.doh-dev.service.paloaltonetworks.com,HEAD,/,404,,
130.226.161.34,443,anycast.uncensoreddns.dk,HEAD,/,400,,
128.93.162.64,443,qlf-doh.inria.fr,HEAD,/,400,,
132.226.205.25,443,agh.sunwards.cloudns.nz,HEAD,/,302,,
171.97.235.158,443,dns64.dns.google,HEAD,/,302,,
168.95.192.1,443,dns.hinet.net,HEAD,/,-1,,unexpected EOF
15.197.129.40,443,doh-dev.service.paloaltonetworks.com,HEAD,/,404,,
150.230.45.61,443,dns2.320888.xyz,HEAD,/,302,Strict-Transport-Security: max-age=63072000,
149.112.121.10,443,private.canadianshield.cira.ca,HEAD,/,501,,
171.97.235.52,443,dns64.dns.google,HEAD,/,302,,
168.95.1.1,443,doh.hinet.net,HEAD,/,-1,,unexpected EOF
152.67.103.237,443,dns.chuppa.com.au,HEAD,/,302,,
171.97.235.52,443,dns.google.com,HEAD,/,302,Strict-Transport-Security: max-age=31536000; includeSubDomains; preload,
136.243.69.38,443,dns.keweon.center,HEAD,/,404,,
139.99.222.72,443,dot.seby.io,HEAD,/,301,,
147.182.175.157,443,dns.lightmaster.pw,HEAD,/,302,,
132.145.210.200,443,dns.scconl.com,HEAD,/,200,Strict-Transport-Security: max-age=63072000,
175.178.69.119,443,dns.7x.fan,HEAD,/,302,,
147.75.197.193,443,proxy-ny.odoh.cloudflare-dns.com,HEAD,/,200,,
168.138.111.66,443,dns.opnsource.com.au,HEAD,/,302,,
142.93.33.36,443,doh.argh.in,HEAD,/,200,Strict-Transport-Security: max-age=31536000;,
13.245.115.99,443,www.dns.gamban.com,HEAD,/,404,,
157.230.193.174,443,dns.r41.co,HEAD,/,404,,
149.112.122.30,443,family.canadianshield.cira.ca,HEAD,/,501,,
159.138.148.57,443,ecs-159-138-148-57.compute.hwclouds-dns.com,HEAD,/,500,,
149.112.122.20,443,protected.canadianshield.cira.ca,HEAD,/,501,,
147.75.197.193,443,odoh-relay-ny,HEAD,/,200,,
149.112.121.20,443,protected.canadianshield.cira.ca,HEAD,/,501,,
149.112.122.10,443,private.canadianshield.cira.ca,HEAD,/,501,,
149.112.121.30,443,family.canadianshield.cira.ca,HEAD,/,501,,
147.189.137.111,443,www.dns.relay.do,HEAD,/,302,,
147.189.137.111,443,dns.relay.do,HEAD,/,302,,
174.138.29.175,443,doh.tiar.app,HEAD,/,200,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
141.95.150.12,443,dns1.tanosys.net,HEAD,/,302,,
116.75.186.171,443,xpi-dns.duckdns.org,HEAD,/,302,,
15.184.189.254,443,doh.alarabiya.io,HEAD,/,302,,
147.189.137.154,443,mydns.do,HEAD,/,302,,
147.189.137.154,443,www.mydns.do,HEAD,/,302,,
135.181.34.64,443,dns.paltin.net,HEAD,/,404,,
15.184.189.254,443,dns.alarabiya.io,HEAD,/,302,,
175.24.219.66,443,doh.pub,HEAD,/,301,Strict-Transport-Security: max-age=31536000; includeSubDomains; preload,
15.197.253.32,443,dns.dev.oryxlabs.com,HEAD,/,404,,
157.245.233.218,443,dnsohttps.5222t.com,HEAD,/,404,Strict-Transport-Security: max-age=31536000; includeSubDomains,
150.136.110.156,443,dnscerqueda.cf,HEAD,/,302,,
149.56.45.165,443,dns-ca.encrypted-data.xyz,HEAD,/,200,,
147.78.178.170,443,doh.sb,HEAD,/,301,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
147.78.178.171,443,doh.sb,HEAD,/,301,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
147.78.178.170,443,dns.sb,HEAD,/,200,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
147.78.178.171,443,dns.sb,HEAD,/,200,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
15.237.75.218,443,wanam.ddns.net,HEAD,/,302,,
150.136.251.33,443,dns.felipe.cloud,HEAD,/,302,,
147.78.178.172,443,dns.sb,HEAD,/,200,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
147.78.178.181,443,dns.sb,HEAD,/,200,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
162.14.21.56,443,dot.pub,HEAD,/,301,Strict-Transport-Security: max-age=31536000; includeSubDomains; preload,
147.78.178.174,443,doh.sb,HEAD,/,301,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
147.78.178.173,443,doh.sb,HEAD,/,301,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
158.101.133.84,443,dns.cwlys.com,HEAD,/,302,,
162.14.21.56,443,doh.pub,HEAD,/,301,Strict-Transport-Security: max-age=31536000; includeSubDomains; preload,
147.78.178.174,443,dns.sb,HEAD,/,200,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
147.78.178.173,443,dns.sb,HEAD,/,200,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
155.248.248.255,443,dns.sachink.net,HEAD,/,302,,
135.181.20.227,443,dns.neatcoin.org,HEAD,/,404,,
130.59.31.248,443,dns.switch.ch,HEAD,/,302,,
159.223.77.159,443,dns.hubservices.vn,HEAD,/,302,,
152.70.156.129,443,dns.ofdoom.net,HEAD,/,302,,
147.78.178.172,443,doh.sb,HEAD,/,301,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
152.70.207.145,443,dyhw.ddns.net,HEAD,/,302,,
137.74.217.180,443,a.basic.dns.cguardprotect.net,HEAD,/,404,,
152.70.54.34,443,dns.mongol.pl,HEAD,/,302,,
152.70.52.130,443,tylda.duckdns.org,HEAD,/,302,,
13.245.115.99,443,dns.gamban.com,HEAD,/,404,,
152.70.53.163,443,zodchyone.ddns.net,HEAD,/,302,,
170.10.150.54,443,doh.mimecast.com,HEAD,/,404,,
150.230.147.2,443,wesstydns.xyz,HEAD,/,302,,
17.253.30.119,443,doh.dns.apple.com,HEAD,/,404,,
152.70.61.147,443,dep-dns.9273082020.ru,HEAD,/,302,,
164.90.245.136,443,dns.unx.pl,HEAD,/,302,,
157.245.252.140,443,www.dns.gamban.com,HEAD,/,404,,
17.253.30.247,443,doh.dns.apple.com,HEAD,/,404,,
